Total_Records_Before,Total_Records_After,New_Pensiones_Records,New_Inicial_Records,Remaining_Basica_Records,Unique_Afores,Unique_Siefores,Date_Range_Start,Date_Range_End
31576,31976,200,200,3000,10,12,2019-01,2025-12
